308	599
66	113
402	582
457	45
8	232
543	125
123	542
30	430
587	387
595	246
109	69
551	464
71	107
86	90
51	467
252	4
509	515
183	576
559	451
0	300
36	442
315	599
112	533
574	422
6	359
111	532
204	16
581	405
97	520
200	582
519	95
309	599
380	589
530	108
538	118
536	115
317	1
149	41
324	599
153	39
233	592
153	39
428	571
135	50
476	58
595	354
12	384
370	591
84	508
509	515
366	592
429	570
353	5
65	114
596	348
426	572
440	35
486	65
95	519
24	183
579	190
385	13
206	584
312	599
321	1
557	454
25	419
555	458
444	563
19	195
482	62
573	176
478	59
362	7
282	599
517	507
514	510
136	551
258	3
50	135
465	50
574	422
510	86
239	593
585	207
383	12
323	599
535	114
207	585
160	35
234	592
169	569
6	359
130	53
154	562
220	11
494	528
227	10
161	35
556	456
461	553
168	31
371	9
563	156
472	55
182	575
297	599
320	1
547	130
43	146
115	536
131	53
108	530
585	207
599	276
350	595
572	174
451	559
494	72
173	571
333	598
302	1
589	380
542	477
580	407
441	36
217	588
577	185
400	18
148	42
186	23
97	520
73	496
36	442
96	519
337	3
289	599
213	587
41	451
352	595
62	482
166	568
264	3
437	566
317	1
216	12
247	595
154	38
32	166
47	139
518	94
260	597
1	324
199	18
256	4
377	589
412	22
215	13
565	440
144	556
16	204
273	598
546	471
420	26
502	521
279	599
138	552
513	89
16	204
199	18
320	1
501	78
123	58
8	232
226	10
239	7
204	584
178	26
95	81
283	1
6	241
450	559
425	28
76	101
43	454
587	387
156	563
480	540
286	1
37	444
348	4
215	587
302	1
593	236
362	593
516	92
165	33
194	20
175	572
378	11
213	13
341	597
487	66
23	415
497	74
305	599
392	585
188	578
274	598
464	551
151	560
530	492
151	560
11	380
97	80
237	7
11	220
498	75
199	582
365	592
442	36
57	475
472	55
496	73
299	599
483	537
187	577
105	527
543	125
179	574
57	125
276	599
376	590
133	549
103	526
118	538
27	176
145	556
249	595
337	597
374	10
8	232
176	27
37	156
537	483
436	567
93	517
40	151
537	117
372	591
155	38
231	9
104	527
581	195
144	556
554	459
70	492
465	50
283	1
475	543
579	190
396	16
351	5
447	561
561	153
289	599
119	61
483	537
526	497
273	598
383	588
351	5
495	73
403	581
1	276
550	465
390	586
581	195
597	258
404	19
229	591
177	573
590	224
278	599
480	540
160	35
500	523
565	440
479	60
586	390
108	530
354	595
512	88
195	19
241	594
547	130
88	512
512	88
518	94
260	3
91	515
527	496
521	98
111	68
599	324
234	592
234	8
428	571
557	146
404	581
585	207
440	35
567	436
337	3
170	30
466	51
579	410
58	123
548	468
585	393
349	5
350	5
429	570
567	436
576	417
450	559
95	519
8	232
582	402
290	1
22	412
171	30
259	597
325	598
16	396
295	1
37	156
60	120
211	586
15	393
310	599
242	6
89	513
38	154
304	599
341	597
166	32
251	5
423	573
371	591
368	592
334	598
515	91
70	492
166	32
16	396
34	438
472	545
242	594
527	496
298	599
95	519
358	594
103	74
44	456
577	185
554	459
457	555
409	21
137	49
76	101
239	7
201	17
344	596
429	30
37	444
599	324
339	3
378	589
570	430
254	4
115	64
65	114
28	426
118	538
80	503
343	4
335	597
111	532
101	76
464	551
454	43
195	581
303	599
183	576
440	565
528	494
541	122
136	551
380	589
364	7
425	572
45	142
500	77
343	4
4	252
326	598
293	599
547	470
325	2
471	54
541	122
215	587
123	542
557	146
443	37
567	436
510	86
48	138
35	160
309	1
9	228
299	1
215	13
179	26
418	575
583	201
494	72
22	412
16	204
243	6
440	35
116	64
572	426
430	30
343	4
126	56
240	593
90	86
239	7
382	12
210	586
227	10
190	21
18	402
305	1
454	43
36	442
567	436
526	497
170	570
284	599
501	78
116	536
153	561
17	399
9	228
113	534
375	10
9	372
174	572
114	65
586	390
573	424
235	8
306	1
312	599
374	590
31	168
139	553
107	71
305	1
279	599
26	178
151	560
219	12
71	107
223	11
58	477
310	599
60	120
122	541
275	2
330	598
384	588
7	236
188	22
291	1
413	577
530	108
376	10
209	15
8	232
443	37
164	33
419	575
583	399
443	37
345	4
59	478
179	574
309	1
216	588
220	11
135	550
285	1
204	584
6	241
262	3
372	9
179	574
320	1
72	106
241	594
517	507
349	595
397	583
232	8
347	4
184	576
511	87
103	74
528	494
535	114
12	384
340	3
179	26
410	579
26	178
456	44
163	566
12	384
553	461
214	13
313	1
153	561
596	252
347	4
473	55
550	135
559	149
135	50
312	599
524	101
578	188
291	1
303	1
5	354
92	516
49	136
222	589
69	109
16	204
127	55
193	580
113	66
451	41
531	109
526	497
147	558
555	458
151	560
197	19
219	12
185	577
286	1
550	135
383	588
263	597
157	563
582	198
595	246
323	599
139	553
417	24
105	527
274	2
288	599
105	527
458	45
573	424
241	6
565	440
11	220
430	30
258	597
562	446
425	28
123	542
202	583
421	26
260	3
362	7
170	30
207	15
207	15
347	596
141	554
519	95
326	2
497	74
337	597
3	342
254	4
424	573
229	591
375	10
87	511
272	598
56	474
123	58
309	599
560	449
392	15
512	88
410	21
515	91
352	5
115	536
534	487
150	41
215	13
225	590
199	18
87	511
32	434
81	95
584	204
63	483
516	508
477	542
222	11
40	449
401	18
120	60
445	562
192	579
102	75
552	138
199	582
196	581
140	553
13	213
389	14
141	554
126	544
328	2
139	47
270	598
545	127
252	4
96	81
362	593
316	599
400	582
187	23
578	188
217	588
91	515
38	446
181	575
210	586
494	528
439	565
110	68
324	599
477	542
162	34
58	477
358	6
565	160
7	236
150	41
18	198
167	568
561	153
404	19
507	517
459	46
301	599
422	574
373	10
246	595
311	599
17	201
376	590
596	348
176	573
564	442
37	156
69	491
506	82
158	564
494	72
372	591
585	207
186	23
522	99
66	113
467	51
310	599
14	210
583	201
305	1
487	66
212	14
481	61
595	246
582	402
55	127
195	581
103	74
133	51
413	23
375	10
547	130
50	465
67	112
291	1
470	547
171	30
284	1
128	55
434	568
296	1
578	188
349	595
292	1
524	101
107	71
496	527
242	594
484	536
564	442
13	213
571	172
101	76
361	7
156	563
98	79
545	473
419	25
455	556
443	563
466	51
231	591
17	399
524	101
469	53
285	1
455	556
69	109
185	23
286	1
114	65
336	3
117	537
597	342
307	1
345	4
236	7
39	447
109	531
110	532
132	548
178	574
223	11
183	576
330	598
553	461
527	496
559	149
527	104
517	507
471	54
200	18
406	580
413	577
458	45
115	64
243	594
599	324
311	1
261	3
300	600
420	574
573	424
531	491
68	490
7	364
445	38
390	586
411	22
398	17
227	10
303	1
334	598
47	461
13	213
356	594
317	1
244	594
201	583
304	1
439	35
343	4
443	37
495	73
215	587
22	188
244	594
502	79
450	559
143	555
19	195
535	114
438	566
396	16
200	582
354	5
316	599
336	3
203	17
101	524
527	496
176	573
433	568
173	571
507	517
35	160
599	324
522	501
382	12
338	597
572	174
214	13
473	545
16	396
507	517
454	557
422	26
458	555
486	535
599	324
108	70
399	17
267	598
153	561
230	591
8	368
291	1
343	4
239	593
9	228
381	12
453	558
202	583
62	118
151	560
16	204
521	502
118	62
373	10
449	560
421	574
547	130
359	6
162	34
597	342
224	10
111	532
510	86
452	558
241	6
320	599
285	1
447	561
13	213
288	599
493	529
220	11
175	28
182	575
417	576
285	1
480	540
476	542
262	3
18	198
6	359
357	594
225	590
402	582
552	138
455	556
393	15
594	359
200	582
162	34
554	141
171	30
399	17
55	127
328	2
248	595
347	4
346	4
208	585
5	354
195	581
560	151
90	86
305	599
225	590
505	519
481	539
396	584
327	2
518	94
184	576
161	35
346	4
571	428
326	2
117	537
386	13
126	544
499	524
149	41
159	564
78	501
232	592
475	57
77	500
100	77
123	58
258	597
368	592
268	2
440	565
381	588
168	31
157	563
504	519
323	1
110	68
108	530
333	2
85	91
357	6
493	71
587	387
118	538
433	32
354	595
113	66
337	597
410	579
9	228
421	574
439	565
522	99
17	399
299	1
198	18
106	72
269	598
134	51
154	562
113	534
191	579
245	6
159	564
340	597
181	25
135	50
20	193
14	390
192	579
198	582
593	364
129	546
56	474
224	590
425	28
531	491
464	551
512	512
425	28
90	86
119	61
497	526
318	599
207	585
5	246
147	42
538	482
127	545
145	44
299	599
480	60
308	599
297	1
575	181
427	571
375	590
170	570
575	419
202	583
202	17
203	17
565	160
86	510
285	1
318	599
421	26
210	586
480	60
439	565
133	51
2	334
297	599
538	118
446	38
540	480
480	60
72	494
408	579
377	11
306	599
498	525
457	555
348	596
259	597
524	499
455	44
385	13
98	521
219	588
184	576
47	461
136	551
143	555
177	27
382	588
296	599
1	324
580	407
313	1
112	67
174	28
159	564
13	387
351	5
273	598
76	101
464	49
412	22
132	52
147	558
394	584
445	562
391	15
552	462
214	587
133	549
103	526
251	5
289	1
283	599
312	1
579	190
562	154
162	566
235	8
458	45
440	35
19	195
328	598
243	6
487	66
36	158
76	499
182	575
482	538
540	120
52	468
539	119
394	584
580	193
440	565
546	471
317	599
87	89
1	276
561	447
495	73
346	4
266	2
245	594
172	571
388	586
513	511
279	1
475	57
198	18
159	564
328	598
340	3
164	33
116	64
524	499
562	446
490	532
571	172
563	444
90	514
144	556
228	591
331	598
554	459
358	6
52	132
127	55
114	535
343	4
134	51
514	510
525	102
114	65
117	63
556	144
129	546
116	536
471	546
315	1
122	59
294	599
99	522
347	4
210	14
533	112
243	594
390	14
516	92
340	597
378	11
484	64
252	4
107	71
79	502
364	7
0	300
139	553
256	4
96	519
25	181
87	89
135	50
5	354
146	557
429	570
400	18
200	18
103	526
322	599
344	4
169	31
15	393
201	17
399	17
459	554
139	553
556	144
262	597
521	502
156	563
161	35
250	5
451	559
279	599
453	42
198	582
286	599
572	426
500	523
556	144
55	473
66	113
455	44
373	10
288	599
285	1
219	12
355	594
49	464
496	527
208	15
278	599
528	494
251	595
143	555
35	160
112	67
453	42
211	586
46	459
518	506
522	501
168	569
513	89
102	75
229	591
31	432
522	99
90	514
335	597
391	585
585	393
419	575
94	518
197	19
318	599
157	563
270	2
205	584
319	599
95	81
283	1
445	38
199	18
376	590
348	4
72	106
544	474
235	592
425	28
177	27
418	25
283	599
294	1
459	46
537	117
495	73
541	478
352	595
530	492
103	74
599	324
190	21
45	142
244	594
188	578
426	28
116	64
475	57
37	444
393	585
282	599
394	584
96	519
50	135
421	26
113	534
140	553
469	547
324	599
362	593
280	1
486	65
426	572
161	565
512	512
378	11
48	138
293	599
264	3
359	6
310	1
164	33
534	487
560	449
266	598
178	574
475	543
39	153
78	501
514	510
18	402
97	520
86	510
59	122
415	577
573	176
415	23
164	33
34	162
12	216
89	513
151	560
257	596
402	18
158	564
489	532
520	97
235	8
80	97
24	183
508	516
342	597
438	566
395	584
227	590
173	29
263	597
109	69
309	1
219	12
132	52
226	10
526	103
156	563
98	79
568	166
25	181
463	49
189	22
487	534
29	428
303	1
238	593
281	1
500	523
285	599
30	430
106	72
255	4
543	125
56	474
536	115
162	566
436	33
154	562
11	380
558	453
253	4
19	405
142	45
353	5
205	584
446	38
252	596
263	597
90	514
278	599
139	553
132	548
425	28
231	9
148	558
199	18
172	29
91	85
440	565
9	372
263	3
322	1
492	530
459	46
559	149
464	49
437	34
307	1
97	80
522	501
500	77
295	1
73	104
368	592
427	29
487	534
71	107
349	5
166	32
231	9
435	33
394	584
67	112
42	453
106	528
374	590
353	5
88	88
373	10
488	533
300	0
488	533
409	21
562	154
47	461
206	584
545	473
16	204
584	204
166	32
446	562
238	7
167	568
134	549
159	36
550	135
558	147
23	415
56	474
119	61
506	518
116	64
175	28
294	1
264	597
562	446
177	573
96	519
104	527
462	552
505	81
133	549
533	112
321	1
41	149
167	568
595	246
79	98
247	595
400	582
575	419
186	577
1	324
559	149
482	538
467	51
80	503
171	570
566	162
130	547
168	569
501	78
550	465
432	31
206	584
10	376
130	53
348	596
152	40
423	573
8	232
138	48
448	40
235	592
260	597
109	69
25	181
399	583
0	300
77	500
64	115
264	597
132	548
73	104
203	17
436	567
167	32
15	207
173	571
88	512
307	1
22	188
152	560
304	1
524	499
114	65
136	49
455	556
161	35
520	97
390	586
57	125
297	1
205	16
51	467
568	434
535	486
458	45
200	18
452	42
398	17
370	591
508	84
537	117
69	491
242	6
333	2
460	553
204	16
552	462
597	342
342	3
429	30
517	507
110	532
495	527
587	213
346	4
582	198
35	160
597	258
6	241
484	536
392	585
267	598
277	599
32	434
134	549
176	27
2	266
158	36
221	589
78	501
326	2
307	599
345	596
436	33
70	108
390	586
393	585
539	119
72	494
96	81
507	517
524	101
397	17
444	37
74	103
483	537
185	577
39	447
496	527
63	117
518	506
200	582
227	590
279	1
252	596
216	12
515	509
125	543
252	596
35	440
58	123
334	2
287	599
29	428
154	38
424	573
291	1
206	584
218	588
387	587
86	510
70	108
313	599
584	204
184	576
